ERI Job Id,Position,Database,Category,No. of Incumbents,Mean,10th Percentile,25th Percentile,Median,75th Percentile,90th Percentile,Rate of Error
38796,Truck Mechanic,Survey Participant Databases,Total Direct Annual Compensation,44," 59,919 "," 40,052 "," 47,929 "," 56,120 "," 75,955 "," 95,033 ",3.5
58547,Electrician Journeyman,Public Databases,Annual Salary,," 72,396 "," 45,994 "," 55,892 "," 71,491 "," 93,359 "," 106,480 ",
58547,Electrician Journeyman,Public Databases,Incentive/Variable Pay,,  ," 1,637 "," 2,082 "," 2,545 "," 3,180 "," 3,790 ",
58547,Electrician Journeyman,Public Databases,Total Direct Annual Compensation,," 72,396 "," 47,631 "," 57,974 "," 74,036 "," 96,539 "," 110,270 ",
58547,Electrician Journeyman,ERI Assessor Databases,Annual Salary,," 63,439 "," 52,543 "," 57,234 "," 62,551 "," 69,464 "," 75,562 ",
58547,Electrician Journeyman,ERI Assessor Databases,Incentive/Variable Pay,," 1,249 "," 1,039 "," 1,131 "," 1,237 "," 1,374 "," 1,494 ",
58547,Electrician Journeyman,ERI Assessor Databases,Total Direct Annual Compensation,," 64,688 "," 53,582 "," 58,365 "," 63,788 "," 70,838 "," 77,056 ",
58547,Electrician Journeyman,Survey Participant Databases,Annual Salary,," 72,602 "," 44,691 "," 55,421 "," 66,577 "," 81,970 "," 96,776 ",
58547,Electrician Journeyman,Survey Participant Databases,Incentive/Variable Pay,," 2,453 ", 459 , 968 ," 1,497 "," 3,395 "," 5,222 ",
58547,Electrician Journeyman,Survey Participant Databases,Total Direct Annual Compensation,242," 75,055 "," 45,150 "," 56,389 "," 68,074 "," 85,365 "," 101,998 ",1.2
81789,Retail Sales Clerk,Public Databases,Annual Salary,," 30,187 "," 15,784 "," 21,360 "," 29,710 "," 37,706 "," 42,502 ",
81789,Retail Sales Clerk,Public Databases,Incentive/Variable Pay,,  ," 1,415 "," 2,028 "," 2,665 "," 3,250 "," 3,812 ",
81789,Retail Sales Clerk,Public Databases,Total Direct Annual Compensation,," 30,187 "," 17,199 "," 23,388 "," 32,375 "," 40,956 "," 46,314 ",
81789,Retail Sales Clerk,ERI Assessor Databases,Annual Salary,," 29,169 "," 25,199 "," 26,809 "," 28,636 "," 31,009 "," 33,103 ",
81789,Retail Sales Clerk,ERI Assessor Databases,Incentive/Variable Pay,,  ,  ,  ,  ,  ,  ,
81789,Retail Sales Clerk,ERI Assessor Databases,Total Direct Annual Compensation,," 29,169 "," 25,199 "," 26,809 "," 28,636 "," 31,009 "," 33,103 ",
81789,Retail Sales Clerk,Survey Participant Databases,Annual Salary,," 27,062 "," 21,424 "," 23,234 "," 25,117 "," 49,871 "," 73,680 ",
81789,Retail Sales Clerk,Survey Participant Databases,Incentive/Variable Pay,,  ,  ,  ,  ,  ,  ,
81789,Retail Sales Clerk,Survey Participant Databases,Total Direct Annual Compensation,36," 27,062 "," 21,424 "," 23,234 "," 25,117 "," 49,871 "," 73,680 ",5.4
89931,Staff Attorney,Public Databases,Annual Salary,," 153,402 "," 90,357 "," 114,682 "," 151,683 "," 202,096 "," 232,344 ",
89931,Staff Attorney,Public Databases,Incentive/Variable Pay,,  ," 5,963 "," 7,948 "," 10,011 "," 12,725 "," 15,334 ",
89931,Staff Attorney,Public Databases,Total Direct Annual Compensation,," 153,402 "," 96,320 "," 122,630 "," 161,694 "," 214,821 "," 247,678 ",
89931,Staff Attorney,ERI Assessor Databases,Annual Salary,," 154,169 "," 124,942 "," 137,797 "," 152,368 "," 171,311 "," 188,023 ",
89931,Staff Attorney,ERI Assessor Databases,Incentive/Variable Pay,," 9,373 "," 7,609 "," 8,391 "," 9,279 "," 10,433 "," 11,450 ",
89931,Staff Attorney,ERI Assessor Databases,Total Direct Annual Compensation,," 163,542 "," 132,551 "," 146,188 "," 161,647 "," 181,744 "," 199,473 ",
89931,Staff Attorney,Survey Participant Databases,Annual Salary,," 157,820 "," 82,595 "," 116,298 "," 151,337 "," 228,012 "," 301,759 ",
89931,Staff Attorney,Survey Participant Databases,Incentive/Variable Pay,," 21,708 ", 832 ," 3,856 "," 7,000 "," 42,852 "," 77,335 ",
89931,Staff Attorney,Survey Participant Databases,Total Direct Annual Compensation,99," 179,528 "," 83,427 "," 120,154 "," 158,337 "," 270,864 "," 379,094 ",3.1
108054,Garbage Truck Driver,Public Databases,Annual Salary,," 48,882 "," 32,120 "," 38,308 "," 48,205 "," 62,028 "," 70,322 ",
108054,Garbage Truck Driver,Public Databases,Incentive/Variable Pay,,  , 783 , 976 ," 1,176 "," 1,451 "," 1,715 ",
108054,Garbage Truck Driver,Public Databases,Total Direct Annual Compensation,," 48,882 "," 32,903 "," 39,284 "," 49,381 "," 63,479 "," 72,037 ",
108054,Garbage Truck Driver,ERI Assessor Databases,Annual Salary,," 47,293 "," 39,583 "," 42,858 "," 46,569 "," 51,394 "," 55,650 ",
108054,Garbage Truck Driver,ERI Assessor Databases,Incentive/Variable Pay,, 817 , 689 , 745 , 810 , 893 , 968 ,
108054,Garbage Truck Driver,ERI Assessor Databases,Total Direct Annual Compensation,," 48,110 "," 40,272 "," 43,603 "," 47,379 "," 52,287 "," 56,618 ",
108054,Garbage Truck Driver,Survey Participant Databases,Annual Salary,,  ,  ,  ,  ,  ,  ,
108054,Garbage Truck Driver,Survey Participant Databases,Incentive/Variable Pay,,  ,  ,  ,  ,  ,  ,
108054,Garbage Truck Driver,Survey Participant Databases,Total Direct Annual Compensation,,  ,  ,  ,  ,  ,  ,
